id,title,description,availability,condition,price,sale_price,sale_price_effective_date,link,image_link,brand,product_type,inventory,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,custom_number_0,custom_number_1,custom_number_2,custom_number_3,custom_number_4,video[0].url,video[0].tag[0]
kit-novo-kit-promocional-30,Kit Pipoca e Balde com 3 produtos,"Aproveite momentos de diversão com este kit que reúne tudo o que você precisa para um lanche prático e saboroso. Inclui: - 1 un Balde de Pipoca Plástico aLura 18cm - 1 un YOKI Pipoca de Microondas Natural 100g - 1 un YOKI Pipoca de Microondas Manteiga 100g Economia no kit: R$ 4,80 em comparação à compra avulsa.",in stock,new,20.70 BRL,15.90 BRL,,https://donaantonia.com.br/kits/kit-pipoca-e-balde-novo-kit-promocional-30/,https://donaantonia.com.br/site/img/kits/b03/2026/07/kit-novo-kit-promocional-30-20260715170934.webp,Dona Antônia,Kits promocionais,5,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,5,15.9,23.19,3,3,,
kit-novo-kit-promocional-31,Kit Papelaria Criativa com 3 produtos,"Organize sua rotina de estudos ou trabalho com este kit de papelaria que reúne itens essenciais para a escrita e a criatividade. Inclui: - 3 un Lápis Grafite Sextavado Preto Unidade - 3 un Lápis Grafite Hb Borrachá Sextavado Frases Unidade - 1 un Lápis de Cor 12 Cores Sextavado Longo Unidade Economia no kit: R$ 3,45 em comparação à compra avulsa.",in stock,new,15.40 BRL,11.95 BRL,,https://donaantonia.com.br/kits/kit-papelaria-criativa-novo-kit-promocional-31/,https://donaantonia.com.br/site/img/kits/b04/2026/07/kit-novo-kit-promocional-31-20260715171653.webp,Dona Antônia,Kits promocionais,4,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,4,11.95,22.4,3,7,,
kit-novo-kit-promocional-33,Kit Sobremesa Prática com 2 produtos,"Este kit é ideal para quem deseja preparar sobremesas de forma rápida e prática. Inclui: - 2 un Sequilos Leite Condensado 100g - 2 un Sequilhos Biscoito Sequilho Tradicional 100g Economia no kit: R$ 3,70 em comparação à compra avulsa.",in stock,new,15.60 BRL,11.90 BRL,,https://donaantonia.com.br/kits/kit-sobremesa-pratica-novo-kit-promocional-33/,https://donaantonia.com.br/site/img/kits/b06/2026/07/kit-novo-kit-promocional-33-20260724153858.webp,Dona Antônia,Kits promocionais,6,Kit promocional,Promocional,Cuiabá e Várzea Grande,2 produtos,Somente delivery,6,11.9,23.72,2,4,,
kit-kit-mobile-20260805145432-1521,Kit eu amo chocolate com 3 produtos,"O Kit Lanche da Tarde é perfeito para quem busca opções saborosas para um momento de descontração. Este kit contém: - 1 un Bombom Sonho de Valsa e Ouro Branco Caixa com 220g - 1 un Biscoito Wafer Hershey's Wafer ao Leite 102g - 1 un Nestlé Chocolate Bis Original ao Leite 100,8G Valor dos produtos separados: R$ 32,69 Preço promocional do kit: R$ 22,88 Você economiza: R$ 9,81 Desconto aplicado: 30%",in stock,new,32.69 BRL,22.88 BRL,,https://donaantonia.com.br/kits/kit-eu-amo-chocolate-kit-mobile-20260805145432-1521/,https://donaantonia.com.br/site/img/kits/b40/2026/08/kit-mobile-20260805145432-1521-kit-eu-amo-chocolate-20260805-145509629.webp,Dona Antônia,Kits promocionais,19,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,19,22.88,30.01,3,3,,
kit-kit-mobile-20260805150135-6763,"Kit Omo 3un de 2,2kg cada com 3 produtos","Mantenha suas roupas sempre limpas e frescas com este kit de lavanderia. Este kit contém: - 1 un OMO Lava-Roupas em Pó Puro Cuidado 2,2kg - 1 un OMO Sabão em Pó Lavagem Perfeita 2,2kg - 1 un OMO Sabão em Pó Sanitiza & Higieniza 2,2kg Valor dos produtos separados: R$ 110,70 Preço promocional do kit: R$ 83,03 Você economiza: R$ 27,67 Desconto aplicado: 25%",in stock,new,110.70 BRL,83.03 BRL,,https://donaantonia.com.br/kits/kit-omo-3un-de-2-2kg-cada-kit-mobile-20260805150135-6763/,https://donaantonia.com.br/site/img/kits/b29/2026/08/kit-mobile-20260805150135-6763-kit-omo-3un-de-2-2kg-cada-20260805-150455552.webp,Dona Antônia,Kits promocionais,3,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,3,83.03,25,3,3,,
kit-kit-mobile-20260805150637-1920,Kit Higiene Bucal Completo com 3 produtos,"Mantenha sua higiene bucal em dia com este kit prático e econômico. Este kit contém: - 1 un Colgate Creme Dental Sensitive Pro Alivio Imediato Xtreme 90g - 1 un Colgate Creme Dental Sensitive Pro Alivio Imediato 90g - 1 un Colgate Fio Dental Total Menta 50m Valor dos produtos separados: R$ 40,70 Preço promocional do kit: R$ 30,53 Você economiza: R$ 10,17 Desconto aplicado: 25%",in stock,new,40.70 BRL,30.53 BRL,,https://donaantonia.com.br/kits/kit-higiene-bucal-completo-kit-mobile-20260805150637-1920/,https://donaantonia.com.br/site/img/kits/b26/2026/08/kit-mobile-20260805150637-1920-kit-higiene-bucal-completo-20260805-150750851.webp,Dona Antônia,Kits promocionais,3,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,3,30.53,24.99,3,3,,
kit-kit-mobile-20260805150944-8859,Kit Cuidados Faciais com 3 produtos,"Mantenha sua pele saudável e radiante com este kit de cuidados faciais. Este kit contém: - 1 un NIVEA Creme Facial Nutritivo Ultraleve 7 em 1 - 100g - 1 un NIVEA Creme Facial Uniformizador 7 em 1 - 100g - 1 un NIVEA Hidratante Facial em Gel Ultraleve 7 em 1 100g Valor dos produtos separados: R$ 108,70 Preço promocional do kit: R$ 81,53 Você economiza: R$ 27,17 Desconto aplicado: 25%",in stock,new,108.70 BRL,81.53 BRL,,https://donaantonia.com.br/kits/kit-cuidados-faciais-kit-mobile-20260805150944-8859/,https://donaantonia.com.br/site/img/kits/b65/2026/08/kit-mobile-20260805150944-8859-kit-cuidados-faciais-20260805-151001675.webp,Dona Antônia,Kits promocionais,4,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,4,81.53,25,3,3,,
kit-kit-mobile-20260805151146-3973,Kit Cuidados Do Bebê com 3 produtos,"O Kit Cuidados do Bebê reúne itens essenciais para a higiene e conforto do seu pequeno, facilitando a sua rotina. Este kit contém: - 1 un Cremer Fralda M 68un - 1 un Huggies Lenço Umedecido Refil 88 lenços - 1 un Pompom Shampoo Pom Suave 200ml Valor dos produtos separados: R$ 82,70 Preço promocional do kit: R$ 66,16 Você economiza: R$ 16,54 Desconto aplicado: 20%",in stock,new,82.70 BRL,66.16 BRL,,https://donaantonia.com.br/kits/kit-cuidados-do-bebe-kit-mobile-20260805151146-3973/,https://donaantonia.com.br/site/img/kits/b82/2026/08/kit-mobile-20260805151146-3973-kit-cuidados-do-bebe-20260805-151255829.webp,Dona Antônia,Kits promocionais,2,Kit promocional,Promocional,Cuiabá e Várzea Grande,3 produtos,Somente delivery,2,66.16,20,3,3,,
kit-kit-mobile-20260805162636-7180,Kit Chá Da Manhã com 4 produtos,"Desfrute de um momento relaxante com este kit de chás selecionados. Ideal para começar o dia ou fazer uma pausa durante a tarde. Este kit contém: - 1 un Leão Chá de Hortelã com 25 saches - 1 un Leão Chá de Camomila com 25 saches - 1 un Chá Leão Erva-Doce 25 sachês - 1 un Leão Chá Matte Natural com 25 saches Valor dos produtos separados: R$ 31,96 Preço promocional do kit: R$ 23,97 Você economiza: R$ 7,99 Desconto aplicado: 25%",in stock,new,31.96 BRL,23.97 BRL,,https://donaantonia.com.br/kits/kit-cha-da-manha-kit-mobile-20260805162636-7180/,https://donaantonia.com.br/site/img/kits/b72/2026/08/kit-mobile-20260805162636-7180-kit-cha-da-manha-20260805-162649506.webp,Dona Antônia,Kits promocionais,5,Kit promocional,Promocional,Cuiabá e Várzea Grande,4 produtos,Somente delivery,5,23.97,25,4,4,,
kit-kit-mobile-20260805163006-3871,Kit Café Da Manhã Delicioso com 4 produtos,"Comece o dia com um café da manhã saboroso e prático. Este kit contém: - 1 un Cereal Matinal Nestlé Moça Flakes Leite Condensado 120g - 1 un Nestlé Cereal Matinal Nescau Sachê 120g - 1 un KitKat Cereal Matinal Kit Kat 90g - 1 un Nestlé Cereal Matinal Snow Flakes 120g Valor dos produtos separados: R$ 29,87 Preço promocional do kit: R$ 19,42 Você economiza: R$ 10,45 Desconto aplicado: 35%",in stock,new,29.87 BRL,19.42 BRL,,https://donaantonia.com.br/kits/kit-cafe-da-manha-delicioso-kit-mobile-20260805163006-3871/,https://donaantonia.com.br/site/img/kits/b37/2026/08/kit-mobile-20260805163006-3871-kit-cafe-da-manha-delicioso-20260805-163057701.webp,Dona Antônia,Kits promocionais,2,Kit promocional,Promocional,Cuiabá e Várzea Grande,4 produtos,Somente delivery,2,19.42,34.98,4,4,,
kit-kit-mobile-20260805163419-1162,Kit Leite em Pó 975g e Achocolatado 700g com 2 produtos,"O Kit Café da Manhã Delicioso é ideal para quem busca praticidade e sabor na primeira refeição do dia. Este kit contém: - 1 un Leite em Pó Nestlé Ninho Integral Instantâneo 975g - 1 un Toddy em Pó Tradicional 700g Valor dos produtos separados: R$ 79,80 Preço promocional do kit: R$ 63,84 Você economiza: R$ 15,96 Desconto aplicado: 20%",in stock,new,79.80 BRL,63.84 BRL,,https://donaantonia.com.br/kits/kit-leite-em-po-975g-e-achocolatado-700g-kit-mobile-20260805163419-1162/,https://donaantonia.com.br/site/img/kits/b76/2026/08/kit-mobile-20260805163419-1162-kit-leite-em-po-975g-e-achocolatado-700g-20260806-053825185.webp,Dona Antônia,Kits promocionais,4,Kit promocional,Promocional,Cuiabá e Várzea Grande,2 produtos,Somente delivery,4,63.84,20,2,2,,
kit-kit-mobile-20260811100829-1199,Kit Herbissimo Desodorante e 5 Refil com 2 produtos,"Uma combinação prática e vantajosa, reunindo produtos que se complementam para facilitar a compra e garantir mais economia. Este kit contém: - 1 un Herbíssimo Desodorante Tradicional Creme 55g - 5 un Herbíssimo Desodorante Refil Tradicional Unidade Valor dos produtos separados: R$ 15,44 Preço promocional do kit: R$ 10,81 Você economiza: R$ 4,63 Desconto aplicado: 30%",in stock,new,15.44 BRL,10.81 BRL,,https://donaantonia.com.br/kits/kit-herbissimo-desodorante-e-5-refil-kit-mobile-20260811100829-1199/,https://donaantonia.com.br/site/img/kits/b89/2026/08/kit-mobile-20260811100829-1199-kit-herbissimo-desodorante-e-5-refil-20260811-100913113.webp,Dona Antônia,Kits promocionais,13,Kit promocional,Promocional,Cuiabá e Várzea Grande,2 produtos,Somente delivery,13,10.81,29.99,2,6,,
kit-kit-mobile-20260811101224-3337,"Kit Alimentação Para Cães a unidade sai por R$ 2,79 com 2 produtos","Uma combinação prática e vantajosa, reunindo produtos que se complementam para facilitar a compra e garantir mais economia. Este kit contém: - 5 un Ração Úmida Pedigree Frango ao Molho 100g - 5 un Pedigree Ração Úmida Carne P/ Cães 100g Valor dos produtos separados: R$ 39,90 Preço promocional do kit: R$ 27,93 Você economiza: R$ 11,97 Desconto aplicado: 30%",in stock,new,39.90 BRL,27.93 BRL,,https://donaantonia.com.br/kits/kit-alimentacao-para-caes-a-unidade-sai-por-r-2-79-kit-mobile-20260811101224-3337/,https://donaantonia.com.br/site/img/kits/b25/2026/08/kit-mobile-20260811101224-3337-kit-alimentacao-para-caes-a-unidade-sai-por-r-2-79-20260811-101352023.webp,Dona Antônia,Kits promocionais,7,Kit promocional,Promocional,Cuiabá e Várzea Grande,2 produtos,Somente delivery,7,27.93,30,2,10,,
